id,title,genres,popularity,rating,description,image_url
1141,Palme no Ki,"['adventure', 'drama', 'fantasy', 'romance']",6956,6.58,"In a remote corner of the planet Arcana, Palme, a sentient android crafted from a mystical wood that is said to absorb the memories of the civilizations it roots in, is awakened by Koram, a wounded warrior from the Sol tribe. Entrusting him with the mystical ""Egg of the Roof,"" she implores Palme to take it to the legendary realm of Tamas.

Galvanized with purpose for his existence, he accepts Koram's quest to deliver the relic to its source: the center of the planet, which is threatened by a malevolent and destructive force.

(Source: ADV Films)",https://cdn.myanimelist.net/images/anime/1637/144014.jpg
1149,Choujuushin Gravion Zwei,"['action', 'adventure', 'comedy', 'sci-fi']",6690,6.63,"After Gravion was able to use its ultimate attack, the Zeravire threat seemed to have temporary stopped. However when it rises back up all of a sudden, the Earth Gult and its trump card, the super robot Gravion, is needed to defend this world again. All this while, the EFA is planning to create their own weapons to counter the Zeravire, the Grand Trooper. Now as they attempt to fend off the Zeravire, the people of the Earth Gult and EFA must protect their future as well as confront their pasts, and unveil the mysteries of the Zeravire.

(Source: ANN)",https://cdn.myanimelist.net/images/anime/11/75167.jpg
1150,Legend of Crystania,"['action', 'adventure', 'fantasy', 'supernatural']",7851,5.92,"Dreams begin to haunt Lady Sheru -- dreams of her past life as Pirotesse. Her love, Ashram, is being tormented at the hands of the soul of Barbas posing as their former king, Beld of Marmo. Interpreting this as a plea for help, Sheru searches for a way to save him by entering the chaos realm using the Chaos Ring. Meanwhile, Redon and his friends are called to arms again as ancient creatures begin to appear after being sealed away for centuries. Both their paths will cross once again, and on their shoulders will the fate of Crystania lie. 
(Source: ANN)",https://cdn.myanimelist.net/images/anime/9/2764.jpg
1154,Mother: Saigo no Shoujo Eve,"['adventure', 'drama', 'sci-fi']",12298,5.52,"The future is bleak and urbanized. A government super-power holds the keys to all the doors. Hope lies in a secret organization who kidnaps ""gifted"" children and teaches them to wield their ability to view the life energy of all living things. A young girl befriends a sempai, a street rat comes to rescue her, and two parents wait helplessly to see their daughter one last time...

(Source: AniDB)",https://cdn.myanimelist.net/images/anime/12/68115.jpg
1155,Melty Lancer,"['adventure', 'comedy', 'sci-fi']",10340,5.85,"Meltylancer is a Galaxy Police Organization unit comprised by six girls, all of which who have their own special skills and talents. A year has passed since the unit's disbandment, but a new threat leaves the GPO no choice but to recall all the members. With a new commander and a new aide, Meltylancer is deployed once again. 

(Source: ANN)",https://cdn.myanimelist.net/images/anime/5/20564.jpg
1158,Geobreeders: File-X Chibi Neko Dakkan,"['adventure', 'comedy', 'supernatural']",9340,6.28,"Taba and the Girls of Kagura Total Security Inc. specialize in jobs where their enemy are ""Phantom Cats"". They have a few run ins with the various Government agencies, as well as a gang of Phantom Cats; blowing up a lot of stuff along the way. When one of their own is kidnapped, they have to get her back.

(Source: ANN)",https://cdn.myanimelist.net/images/anime/3/28188.jpg
1159,Geobreeders 2: Mouryou Yuugekitai File-XX Ransen Toppa,"['adventure', 'comedy', 'sci-fi']",10848,6.33,"Taba and the Girls of Kagura Total Security Inc. are at it again. This time they have to battle a Gang of Phantom Cats and a mysterious enemy and assassin. And there are the run ins with the Government, the need for a new office, as well as sorting out the past to deal with. Luckily, they've got a stock pile of weapons and super technology to help.

(Source: ANN)",https://cdn.myanimelist.net/images/anime/6/6610.jpg
1160,Gundress,"['action', 'sci-fi']",8875,5.41,"In 2100, the newly built Bayside City serves as Japan's premier international port. The Angel Arms Company is established by a former policewoman named Takako, to help wage war on terrorism with armed security suits. When the mayor is assassinated, the women of Angel Arms end up protecting the evil crime-lord Hassan, in hopes that his information will help bring down a global terror ring. Takako's back is to the wall as a band of criminals plot to kill Hassan, and the organization's leader is revealed to be the former lover of Angel Arms' own Alisa.

(Source: ANN)",https://cdn.myanimelist.net/images/anime/1938/112269.jpg
1161,Maze☆Bakunetsu Jikuu (TV),"['action', 'adventure', 'comedy', 'fantasy']",7365,6.6,"Maze wakes up in her house, everything is a wreck and she has amnesia. Before she can gather what has happened the girl Mill storms into her house thanking her for having saved her life. She tells Maze that her house suddenly fell down from the sky and crushed Mills pursuers under it. However before long they are both on the run from further pursuers who want their hands on princess Mill. They are only saved when Maze discovers that she has phantom light magical powers and can summon Mills family heirloom mecha. However her performance with the mecha is weak; that is until the sun goes down and she is turned in to a lecherous man. Soon other travellers join them as Maze tries to protect Mill and figure out what she is doing in this fantasy world. 

(Source: ANN)",https://cdn.myanimelist.net/images/anime/4/20383.jpg
1162,Maze☆Bakunetsu Jikuu,"['action', 'adventure', 'comedy', 'fantasy']",9325,6.0,"Maze has gained incredible powers traveling through time and space, but she has also acquired one rather large problem: every night she turns into a really horny man. Unfortunately, Maze must rescue an equally lascivious princess from a mysterious warrior cult. Still, the male version of Maze would rather be chasing tail than rescuing willing princesses. 

(Source: ANN)",https://cdn.myanimelist.net/images/anime/4/6944.jpg
1165,Sakura Taisen: Ouka Kenran,"['action', 'adventure', 'sci-fi']",7706,6.55,"The year is around the 1920's and the darkness of the demons have arrived. Now, only the people with large amounts of spirit energy can save the Earth. The Flower Division is now going to be sent out destroy the demons for they're our only hope for survival with their new steam-powered machines and unique fighting techniques. 

(Source: ANN)",https://cdn.myanimelist.net/images/anime/7/15969.jpg
1166,Sakura Taisen: Gouka Kenran,"['adventure', 'sci-fi', 'slice of life']",8482,6.83,"The end of the demon wars has ended and now the Flower Division has been able to rest up after their fighting. The second Sakura Wars developes studies on every Flower Division Combatee in every episode while they go on their miscellanious adventures around Japan.

(Source: ANN)",https://cdn.myanimelist.net/images/anime/9/25433.jpg
1167,Samurai Gun,['action'],6618,5.93,"It is the beginning of the industrial revolution, and feudal Japan is in turmoil. The ruling Shogun are wielding their abusive powers to instill fear and dominance over their oppressed subjects. Beatings, imprisonment, rape and even murder are the adopted tactics chosen to maintain their reign. The bloodshed must end. A group of Samurai have banded together, and, with the development of new weapons and new technology, they have both the will and the hardware to stand up and fight. Ichimatsu is one of these fighters. By day, he works incognito at a local tavern, in the evenings he frequents the brothels, and by the dark of night, he doles out some big-time, gun-barrel justice. He is here to help. He is Samurai Gun. 

(Source: ANN)",https://cdn.myanimelist.net/images/anime/11/3796.jpg
1169,Green Legend Ran,"['adventure', 'drama', 'sci-fi']",7526,6.57,"A story of future Earth - A warning for mankind: In the future, our planet will be transformed into a strange new world where human life struggles on an Earth without rain or oceans - only vast, parched deserts.

Two youths fight for survival on our hostile planet and find hope. The sea, the sky and the land had been completely polluted by mankind when mysterious objects fall from the heavens. These titanic vessels smash into the planet and suck up the air, water, and most living creatures into their womb, stealing away the very essence of Earth`s nature.

The few remaining inhabitants struggle for survival against a hostile environment and an oppressive ruling race known as the Rodo. One young, hot-blooded human named Ran, fights against the Rodo and a world in which rain is only a legend. He strives to join an Anti-Rodo group known as the Hazzard, not only to defeat the Rodo, but also to hunt down the man who killed his mother.

(Source: AniDB)",https://cdn.myanimelist.net/images/anime/1882/96360.jpg
1175,Metal Fighter Miku,"['comedy', 'sci-fi', 'sports']",8408,6.08,"In the near future, the sports world is dominated by Neo Wrestling, a new spectacle in which Metal Fighters challenge each other to be named champion. 

The story follows the girls of the Pretty Four; Miku, Ginko, Sayaka, and Nana, as they face off against the current champions, Team Sapphire. With a burnt out drunk named Eiichi Suo for a coach the girls must not only contend with problems in the arena but also unforseen circumstances that arise in day to day life. Only through protecting their friends, understanding their enemies, and eventually challenging their idol Aquamarine, can Miku and the girls understand Eiichi's purpose and the shady secrets behind Neo Wrestling.

(Source: ANN)",https://cdn.myanimelist.net/images/anime/1160/97198.jpg
1176,Unkai no Meikyuu Zeguy,"['action', 'adventure', 'fantasy']",10418,5.6,"Mysterious warriors appear to blast Miki into another dimension! She flees her captors only to find herself trapped in a world of monsters and madmen who plot the downfall of Earth. 
The only power that can possible save her (and the world) is that of the mysterious Mask of Zeguy. Miki must embark on a life-or-death quest for this talisman, with the villains who kidnapped in hot pursuit! 

(Source: AniDB)",https://cdn.myanimelist.net/images/anime/2/6215.jpg
1178,Detonator Orgun,"['action', 'sci-fi']",7534,6.36,"Fleeing from his own race, Orgun—an alien being with superhuman abilities and unearthly weapons—travels to Earth to find an answer to his origin. There, he bonds with a young man named Tomoru to defend Earth against the Evoluders, who seek nothing but destruction of other civilizations.

(Source: ANN)",https://cdn.myanimelist.net/images/anime/1172/92855.jpg
1179,Gakuen Senki Muryou,"['action', 'adventure', 'sci-fi', 'supernatural']",7270,6.96,"The world is about to be turned upside down for Hajime Murata. First, a strange alien ship appears over Tokyo, and then a mysterious new transfer student arrives at his school wearing an ancient school uniform. His name is Muryou, and with his arrival, everything begins to change. Students suddenly begin to display amazing psychic powers, a giant white guardian keeps appearing in the skies over the city to fight off gigantic alien creatures, and men with threatening weapons are haunting the shadows of the school grounds.

With all these strange events taking place around him, Hajime is determined to figure out the truth about a world he thought he already knew. This is his story: a tale of aliens and humans, starships and spies, and friends who are often more than they appear. Join Hajime as he uncovers the mystery of Shingu: Secret of the Stellar Wars!

(Source: RightStuf)",https://cdn.myanimelist.net/images/anime/10/75379.jpg
1183,Variable Geo,"['action', 'ecchi']",8010,5.55,"The special of the day is Variable Geo-a brutal battle between waitresses who serve up generous portions of energy blasts and vicious side orders of murderous martial artistry.

For buffed beauties who make below-minimum wages, VG is the perfect way to make some fast cash. The victorious walk away with millions, and the defeated lose everything (namely, all their clothes).

But this high-stakes sport has dark forces and dubious practices behind the fun and games. Lethal injections make steroids seem like vitamins. Instead of team prayer, there's demonic possession. Athletic sponsors are malevolent corporations with a more frightening agenda than increased market share. It's all just part of the game.

(Source: AniDB)",https://cdn.myanimelist.net/images/anime/6/20912.jpg
1185,Battle Athletess Daiundoukai,"['comedy', 'sci-fi', 'sports', 'ecchi']",7989,6.45,"It is the year 4999 - mankind has long abandoned war in favor of intergalactic competition through athletic events. One of which is an all-female contest for the coveted ""Cosmo Beauty"" title. Akari Kanzaki has just entered the University Satellite in hopes of becoming the latest Cosmic Beauty - a title held by her mother long ago. On her first few days in the university, she meets new friends, encounters fierce rivals, and struggles to become the best of all the Battle Athletes. 

(Source: ANN)",https://cdn.myanimelist.net/images/anime/5/83761.jpg
1188,Momoiro Sisters,['comedy'],9982,6.1,"Momoko is a high school student, trying to live up to her older sister Sakura. Sakura works in an office along with many other co-workers. The two sisters, and their friends, experience the everyday hardships and situations of being a woman. 

(Source: ANN)",https://cdn.myanimelist.net/images/anime/7/15422.jpg
1189,Eden's Bowy,"['action', 'adventure', 'fantasy', 'romance', 'sci-fi']",7513,6.45,"Yorn gazes up at two massive cities floating in the sky and dreams of discovering their mysteries. Without warning, those mysteries come looking for him. Edenic assassins murder his father and Yorn is next on the hit list. A nameless old man and a mysterious young girl help Yorn on his quest to find his long-lost mother and the truth. Known as the God Hunter, Yorn leads a race against the dark designs of the technological overlords.",https://cdn.myanimelist.net/images/anime/1770/100142.jpg
1193,Happy Seven: The TV Manga,"['comedy', 'fantasy']",8055,6.24,"Amano Sakogami is a girl who has an unnatural amount of bad luck. One day, she stumbles into the clubroom of the Better Fortune Research Organization, which consists of a boy and seven other girls who secretly use the power of the luck deities to fight against the Magatsugami, monsters who can affect a person's luck &amp; well-being. Amano soon becomes the club's manager, and joins the club in their fight against the Magatsugami and their controller, Kukitomoe.

(Source: ANN)",https://cdn.myanimelist.net/images/anime/12/5509.jpg
1196,Masuda Kousuke Gekijou Gag Manga Biyori,['comedy'],6719,7.16,"Gyagu Manga Biyori is an anime that is about absolutely nothing. It is comprised of 12 short stories (5 minutes long each) that only build up a small amount of plot for each story. The anime feeds off the stupidest things, but is quite humorous.

(Source: ANN)",https://cdn.myanimelist.net/images/anime/12/3537.jpg
1199,Nintama Rantarou,['comedy'],7325,7.07,"Taking place in the Sengoku Period, Rantarou, Kirimaru and Shinbei are young students at Ninjutsu Academy, a school that teaches all kinds of youth how to become ninjas. Known as ""Nintamas"" (a contraction of ninja + tama [egg]), the main trio, and many other students at the school, must learn all sorts of unique skills to achieve their goal. Unfortunately, things aren't that simple, since our protagonists constantly find themselves failing their classes. 

With strict ninja teachers such as Doi-sensei and Yamada-sensei, the mischievous girls from the Kunoichi class, an entire crew of pirates and dozens more interesting characters, anything can happen in the crazy world of Nintama.

The episodes are 7 minutes and thirty seconds long each, and each season (which there's currently 29 of) usually has a range of 60-90 episodes.",https://cdn.myanimelist.net/images/anime/6/74028.jpg
1200,Gun-dou Musashi,"['adventure', 'fantasy']",7020,5.46,"The war over control of a unified Japan, the Sengoku Era, is over and the Toyotomi army has won. Toyotomi has allowed his rival, Tokugawa, to live but since that final battle an evil ayakashi named Yasha reveals to Tokugawa that history says that he should have won the war instead of Toyotomi. Tokugawa agrees to the evil ayakashi power Yasha offers him, and the only person who can stop Tokugawa from ruling Japan and killing Princess Kaguya, who is the link to this alternate present, is Musashi Miyamoto, a young and brash man who follows the way of ""Gun-do"", which mixes together swordfighting with gunplay.

(Source: ANN)",https://cdn.myanimelist.net/images/anime/3/28268.jpg
1203,Nitaboh,[],6656,7.27,"At a young age, Nitaroh is stricken with an illness that leaves him blind. He inherits the shamisen once used by his mother and is taught its basics by a blind traveling shamisen player. In time, with the help of friends old and new, he walks the paths that leads to his ultimate fate—that of founder of the Tsugaru style of shamisen playing.

(Source: ANN)",https://cdn.myanimelist.net/images/anime/6/14630.jpg
1204,Kujira no Chouyaku,"['award winning', 'drama', 'fantasy']",6669,6.59,"Time has come to a standstill. A whale appears from a glassy ocean and spends half a day soaring gracefully across the skies. What makes this works extraordinary is the artist's decision to use the transparency and visual bulk of 3D computer graphics only for the un-moving ocean and glaciers. The people, whale, and ships are all hand-drawn, and with this contrast, he invites the viewer into a different world. This is a poem written in animation, the creation of a true fantasy. This project was a considerable under taking, and the results are marvelous.

(Source: ANN)",https://cdn.myanimelist.net/images/anime/1022/112889.jpg
1206,Ihatov Gensou: Kenji no Haru,"['drama', 'slice of life']",6656,7.18,"A unique biographical sketch of the life of the great modern Japanese poet Kenji Miyazawa, Spring and Chaos is a highly stylized and intense film that draws on Miyazawa's writing techniques to tell his life story. Miyazawa often used animals as the main characters in his stories and poems, and it is this technique that allows director Shoji Kawamori to recreate Miyazawa's fanciful land of Ihatov and use it as the backdrop for Miyazawa's life. Beautiful and affecting, Spring and Chaos is a fitting tribute to one of Japan's greatest writers.

(Source: Rotten Tomatoes)",https://cdn.myanimelist.net/images/anime/5/57331.jpg
1207,Wata no Kuni Hoshi,"['drama', 'fantasy', 'romance']",7705,6.85,"After two-month-old kitten Chibi-neko is abandoned by her former owners, she is found by 18-year-old Tokio. Although his mother is allergic to cats and has a great fear of them, she agrees to let him keep the kitten because she fears he is becoming too withdrawn after failing his university entrance exams. Chibi-neko soon falls in love with Tokio.

In her own mind, Chibi-neko is a small human who speaks in human words, although people only ever seem to hear her meow, and she believes that all humans were once kittens like her. A stray cat tells Chibi-neko of a paradise called Cottonland, where dreams can come true.

(Source: Wikipedia)",https://cdn.myanimelist.net/images/anime/11/13204.jpg
1208,Tatsu no Ko Tarou,"['adventure', 'fantasy', 'supernatural']",9050,6.75,"Patterned after Japanese art and silk screens, Taro, The Dragon Boy is an animated feature about Japanese mythology and cultures, focusing on Taro, a young boy who has to make a voyage to a distant lake to save his mother, who has been turned into a dragon.",https://cdn.myanimelist.net/images/anime/1874/112893.jpg
1217,Seikimatsu★Darling,"['boys love', 'comedy', 'drama']",7070,6.31,"Kousaku Ogata has been nursing feelings for his coworker, Youichirou Takasugi, for so long that he can no longer sleep without dreaming of him. When he finally manages to confess, he is thrilled that Takasugi feels the same way. But despite their mutual attraction, Takasugi thinks that their relationship is doomed to fail due to an unfortunate incompatibility in the bedroom. Unwilling to give up, they end up challenging each other to a contest of romance in order to determine what form their relationship will take.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1085/143846.jpg
1223,Ame to Shoujo to Watashi no Tegami,['romance'],6865,5.75,"Katari, a young girl who dreams of becoming a novelist, writes a love letter to a boy at her school. Unwittingly, she is creating a ""short story"" that will move a little girl's heart.",https://cdn.myanimelist.net/images/anime/8/23180.jpg
1227,Shuten Douji,"['horror', 'sci-fi', 'supernatural']",9324,5.7,"As a baby Jiro was delivered to his foster parents by a massive oni, who said he would return for Jiro in 15 years. When the time comes Jiro must contend with enemy oni, dark cultists, and their minions while attempting to protect both his parents and girlfriend from their depredations. Ultimately he must embark on a journey through the past, future, and other dimensions to embrace his destiny as Shuten Doji reborn. 

(Source: ANN)",https://cdn.myanimelist.net/images/anime/9/18492.jpg
1228,Chivas 1-2-3,"['action', 'comedy', 'fantasy', 'supernatural', 'ecchi']",9203,5.88,"Ruthless sorcerer Chivas Scotch is hired by a count named Cuttlefish to destroy an evil monster attacking a nearby village. But things go awry when Chivas fails to destroy the monster and he's forced to transfer his spirit in the body of his beautiful servant Gin Fizz. 

(Source: ANN)",https://cdn.myanimelist.net/images/anime/5/3368.jpg
1232,Saber Marionette R,"['action', 'comedy', 'sci-fi']",6841,6.54,"Jr., the heir of Romana and his battle sabers Cherry and Lime, who have girl circuits are enjoying their peaceful life in Romana. Suddenly, the evil Star-Face and his sexadolls attack Romana in order to take over so Star-Face can become the next High Official. In order to truly become the next High Official and ruler of Romana, he must first eliminate Jr. This begins a battle for, not only Jr.'s life, but for all of Romana.

(Source: ANN)",https://cdn.myanimelist.net/images/anime/1754/135422.jpg
1233,Aozora Shoujo-tai,"['action', 'comedy', 'romance']",6750,6.48,"When aviation mechanic (and anime fanboy) Takuya Isurugi is transferred to the 801st Tactical Training Squadron, he gets more than he bargained for. Moderated by hard-headed veteran ace Mitsuru Konishi, the ""Airbats"" are an all-female aerial acrobatic team consisting of loose cannons Miyuki Haneda and Arisa Mitaka, karaoke freak and gambling genius Sakura Saginomiya, and junk food lover Yoko Shimorenjaku. Both Haneda and Mitaka do not get along with each other, and their rivalry worsens when they both fall for Isurugi. But with the entire JASDF having doubts about the team, the Airbats must work as a team or face total disbandment.",https://cdn.myanimelist.net/images/anime/1306/100405.jpg
1234,Hand Maid Mai,"['comedy', 'romance', 'sci-fi', 'ecchi']",9024,5.93,"Hideo Ozu is an editor in a shady adult video company. For years, he has dreamed of being a motion picture director while his childhood friend Mai Kurosawa has become an upcoming actress. Then one day, his dreams are shattered when Mai takes all of his amateur videos of her and tells him to get out of her life. On his way home after a few drinks, Hideo bumps into Cyberdoll Sara, who makes him mark an invoice. When he arrives at his pad, Hideo is greeted by three Cyberdolls - Mai, Ai and Mie. All three of them happen to look like different age variations of Mai Kurosawa. And when Kurosawa announces the release of a biography video of her using Hideo's old footage, Hideo decides to start his directing dreams over again using his three Cyberdolls. 

(Source: ANN)",https://cdn.myanimelist.net/images/anime/12/2903.jpg
1235,Ichitaka no Mousou Nikki,"['comedy', 'romance', 'ecchi']",7597,6.35,"5 dream sequences, dubbed his delusions. Wet dreams from the imagination of a healthy young male.",https://cdn.myanimelist.net/images/anime/1/1235.jpg
1236,SF Saiyuuki Starzinger,"['action', 'adventure', 'sci-fi']",10023,6.96,"The Great Planet is dying, since its Queen is old and powerless... and the universe will perish along with it. Princess Aurora of the Moon volunteers to become the new Queen, so she must set out in a dangerous travel... along with her friends and escorts: the powerful Cyborgs Jan Kogo, Sa Jogo and Don Hakka. 

(Source: ANN)",https://cdn.myanimelist.net/images/anime/8/45698.jpg
1244,Ankoku Shindenshou Takegami,"['action', 'drama', 'sci-fi', 'supernatural']",10426,5.55,"A trio of diabolical dragons stirs from eons of slumber deep within the earth. Charging to the surface, they launch a bloody rampage against humanity, feasting on the weak and gaining strength from their hapless victims' souls. It will take the power of ancient god Takegami, the Guardian of Darkness, to vanquish the evil serpent forces. But alas, the mortal body Takegami inhabits belongs to a host reluctant to fight.",https://cdn.myanimelist.net/images/anime/1837/97239.jpg
1247,Project BLUE Chikyuu SOS,"['adventure', 'comedy', 'sci-fi']",9381,6.61,"In this exhilarating series paying homage to classic 50s era science fiction, the disappearance of revolutionary G-Reaction engines is but the beginning of the ghastly end for mankind. 

While deranged alien forces prepare a fleet of flying saucers to the invasion of all invasions, teenage geniuses Penny Carter and  Billy Kimura join forces with a clandestine secret alliance to save humanity from the extra-terrestrial helmet worms and their tentacles of doom! 

Avoiding alien attacks and dodging disintegration rays won't be easy, but these courageous kids will have help from above as Ace pilot James and his mentor Cpt. Clayton enter the fray to stave off a threat incomprehensible to mere mortals! 

(Source: DVD)",https://cdn.myanimelist.net/images/anime/2/34565.jpg
1252,Fushigi no Umi no Nadia: Original Movie,"['action', 'adventure', 'drama', 'mystery', 'romance', 'sci-fi']",6991,5.28,"Three years after the defeat of Gargoyle and Neo-Atlantis, a new threat has surfaced bent on bringing the world under his control. Geiger, using advanced robot technology, is attempting to begin a world war, and take control of the devistated world after the destruction has stopped. Once again, Nadia and Jean must fight to save the world, only this time from itself. 

(Source: ANN)",https://cdn.myanimelist.net/images/anime/1354/94841.jpg
1265,Yoroiden Samurai Troopers Gaiden,"['adventure', 'fantasy']",9715,6.56,"Although Talpa has been defeated, the Warriors don't get much of a break. As they celebrate Ryo's birthday party, the news tells them of a strange killer in samurai armor wreaking havoc in New York. And the armor looks very familiar. Now, they will have to battle the ancient sorcerer Shikaisen for Sage's life!

(Source: AniDB)",https://cdn.myanimelist.net/images/anime/1484/92210.jpg
1266,Yoroiden Samurai Troopers Kikoutei Densetsu,"['adventure', 'fantasy']",10157,6.48,"A strange, silent warrior appears. When the Inferno armor is summoned to battle him, the mysterious warrior calls forth his own armor—a black copy of the Inferno armor! Now, the warriors will find themselves half a world away fighting once more to save humanity, but this time, from their own armor!

(Source: AniDB)",https://cdn.myanimelist.net/images/anime/1504/92211.jpg
1267,Yoroiden Samurai Troopers Message,"['adventure', 'fantasy']",10444,5.92,"A 300-year-old book is discovered which chronicles the adventures of the legendary Samurai Troopers… centuries before they happen! But what does this mean? Are the Troopers merely puppets in some cosmic play, acting out parts? 

Who is this mysterious Suzunagi, a mysterious girl who entices each of the warriors with their hearts’ desire - salvation, new armors, freedom from a life of fighting. Why is she so interested in the troopers and their armors?

(Source: AniDB)",https://cdn.myanimelist.net/images/anime/1754/94191.jpg
1268,Aquarian Age: Saga II - Don't Forget Me...,"['action', 'fantasy']",9490,5.75,"During the chaotic period known in Western astrology as the Aquarian Age, the alien ERASER fleet attacks Earth, ravaging cities. However, a counteroffensive is launched. The four factions—ARAYASHIKI, WIZDOM, DARKLORE, and E.G.O.—who have been fighting each other for control of Earth, join forces to defeat the ERASERS.

In the aftermath, Earth is placed under the unified rule of the POLESTAR EMPIRE. However, peace is shattered when the EMPIRE begins to use forbidden magic. These dark powers cause dimensional rifts around the world and once again plunge Earth into chaos and warfare.

(Source: AniDB)",https://cdn.myanimelist.net/images/anime/3/61595.jpg
1271,Kyoukasho ni Nai!,"['comedy', 'romance', 'ecchi']",8294,5.42,"Oraku is a lucky man. He has a comfortable job teaching at a local High School. He has Satsuki, a fellow teacher whom he hopes to marry someday. He has Aya, a beautiful student who has fallen in love with him. He has Aya's father, a wealthy man who wants so much for his little girl to be happy that he has sent her to live with Oraku. Oraku is a very lucky man.

Of course Aya loves nothing more than to come on to Oraku by lounging around his apartment half naked. Unfortunately for Oraku, Aya's father happens to be wealthy because he is a major crime boss, and he will have Oraku slowly murdered if Aya doesn't remain absolutely pure.

Now Oraku must not only restrain himself, but also protect Aya from the hordes of men and woman at school who'd love to get their hands on her body. And of course, if Satsuki or any of the other teachers find out that Oraku is living with one of his students, he will be permanently dismissed from the teaching profession! Oh yes Oraku is lucky...

(Source: AniDB)",https://cdn.myanimelist.net/images/anime/1159/100238.jpg
1276,Ys,"['action', 'adventure', 'drama', 'fantasy']",6935,6.4,"Mythical beasts lay siege on the people of Esteria, who have raised an army to fight back. The beasts are relentless and seemingly have no end to their numbers, while the population of defenders dwindle in every skirmish. Even in the town of Minea, where the people are safely nestled behind castle walls, the constant attacks have left them hopeless. It is then that a prophecy is made, proclaiming the arrival of a brave young soul that could be the one who will bring their salvation.

Ys follows Adol Christin, an adventurer driven by wanderlust towards the island of Esteria, who washes up on shore after a shipwreck. Following the guidance of the fortuneteller Sarah Tovah, he and his allies will travel the island in search of the legendary tomes known as the Books of Ys. It will be a long and perilous journey, but if fate is truly at work then Adol will certainly be the hero who returns peace to Esteria.",https://cdn.myanimelist.net/images/anime/9/23207.jpg
1277,Ys: Tenkuu no Shinden - Adol Christine no Bouken,"['adventure', 'drama', 'fantasy']",8238,6.59,"Now that Adol Christen has saved the land of Esteria from the evil priest Dark Fact, Adol and the two priestesses travel to the floating land of Ys, where evil has an even greater influence on the people and no one has hope. The future of Ys falls to Adol, heir to the powers of the priests and the only one who can show the people of Ys the truth about their world. But, as Adol's power grows, he may be the one who will save Ys—or destroy it.",https://cdn.myanimelist.net/images/anime/1984/110828.jpg
1283,Choujuu Densetsu Gestalt,"['adventure', 'comedy', 'fantasy']",8940,6.04,"The story circulates around a mysterious and dangerous island referred to simply as ""G"". A long time ago, a powerful god named Gestalt was banished to the earth and he had found refuge in the island known as G. To utter the name for which it stands is forbidden, for people were so afraid of the wrath of the god that they considered his name a curse. Father Oliver is a priest who has left his order and traveled to the island of G in order to discover the truth behind it. He ends up making the acquaintance of a young girl named Ohri, who turns out to be quite adept in magic.

Meanwhile, the head of the order has hired a dark elf named, Suzu, to track down Oliver and bring him back. Suzu finds him easily enough. However, she hadn't anticipated the powerful sorceress in his company, Ohri. The girl disposes of Suzu for the moment, and she and the Father continue on. As if things weren't rough enough, the island of G has it's share of monsters and magic-users to get in the way of their travels.

(Source: Wikipedia)",https://cdn.myanimelist.net/images/anime/1491/96516.jpg
1284,Houma Hunter Lime,"['comedy', 'fantasy']",10111,6.07,"For centuries, the magic and human worlds have been at peace with each other, though physically seperated by a magical gate. But when the powerful magic spheres are stolen and fall to the Earth below, the king of magic sends Boss, a fighter; Lime, a master transformer; and Poogie, a master morpher to retrieve them. With not much time, the trio must retrieve the spheres which, when in contact with the human world, suck up the negative emotions of household objects and become BEMs, Bug Eyed Monsters!",https://cdn.myanimelist.net/images/anime/1936/93963.jpg
1286,Soukihei MD Geist 2: Death Force,"['action', 'sci-fi']",6886,5.02,"After unleashing the Death Force machines all over the planet Jerra, Geist has kept himself busy by dismantling them one by one. But now he faces a formidable opponent in the form of Krauser, another M.D.S. (Most Dangerous Soldier) who has aligned himself as the only savior of mankind.

(Source: ANN)",https://cdn.myanimelist.net/images/anime/1351/96371.jpg
1287,Odin: Koushi Hansen Starlight,"['action', 'adventure', 'drama', 'sci-fi']",9432,5.19,"In the year 2099, mankind has colonized parts of the Solar System thanks to the evolution of space travel. To venture further beyond what man has accomplished, the space vessel Starlight is launched. After rescuing a mysterious girl from a wreckage near the asteroid fields, the crew of the Starlight plot a perilous journey towards the Canopus system in search of the planet known only as ""Odin"" - the possible key to all forms of life. 

(Source: ANN)",https://cdn.myanimelist.net/images/anime/1562/142317.jpg
1295,A-Ko The Versus,"['action', 'adventure', 'comedy', 'romance', 'sci-fi']",7951,6.21,"A-ko and B-ko are bounty hunters in an untamed world. When a young heiress, C-ko, falls out of the sky and into their hair, they find themselves battling space pirates and galactic police. Turns out the high-pitched, hungry C-ko holds a secret—the spirit of an ancient evil—and is the center of a plot to destroy the universe!",https://cdn.myanimelist.net/images/anime/2/41427.jpg
1296,Project A-Ko 2: Daitokuji Zaibatsu no Inbou,"['action', 'comedy', 'sci-fi']",7432,6.47,"Three weeks after the incident that left Captain Napolipolita's ship balancing on top of Graviton City, A-Ko and the gang go on summer vacation. While A-Ko ponders losing some weight and B-Ko devises another plan to defeat her redheaded rival to win C-Ko, Napolipolita and Spy-D experience severe homesickness - begging for a way to return to their home planet. Meanwhile, Hikari Daitokuji - B-Ko's father and the CEO of the Daitokuji Financial Group - arms the local military with new mecha to attack Napolipolita's ship and obtain its advanced technology. 

(Source: ANN)",https://cdn.myanimelist.net/images/anime/1387/114803.jpg
